日期,时间,纬度,经度,航向,节,时速,高度,爬升率,数据源
20190805,星期一 23:26:3011:26下午,41.961741.96,-87.2501-87.25,← 285°,273,505,"2,4922492",-457 , FlightAware ADS-B  (KBEH) 
20190805,星期一 23:26:5111:26下午,41.968441.97,-87.2839-87.28,← 285°,272,504,"2,3242324",-439 , FlightAware ADS-B  (KDPA) 
20190805,星期一 23:27:2111:27下午,41.978641.98,-87.3341-87.33,← 285°,269,499,"2,1182118",-272 , FlightAware ADS-B  (KMDW) 
20190805,星期一 23:27:3811:27下午,41.981641.98,-87.3610-87.36,← 274°,273,505,"2,1112111",-20 , FlightAware ADS-B  (KDPA) 
20190805,星期一 23:28:0811:28下午,41.982741.98,-87.4140-87.41,← 270°,273,505,"2,1032103",-96 , FlightAware ADS-B  (KPWK) 
20190805,星期一 23:28:3511:28下午,41.982941.98,-87.4592-87.46,← 271°,271,502,"2,0192019",-204 , FlightAware ADS-B  (KVPZ) 
20190805,星期一 23:28:5511:28下午,41.983241.98,-87.4922-87.49,← 271°,261,483,"1,9431943",-305 , FlightAware ADS-B  (KMDW) 
20190805,星期一 23:29:1411:29下午,41.983341.98,-87.5212-87.52,← 270°,255,472,"1,8211821",-457 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:29:4511:29下午,41.983341.98,-87.5688-87.57,← 271°,244,452,"1,5621562",-442 , FlightAware ADS-B  (KMKE) 
20190805,星期一 23:30:1511:30下午,41.983641.98,-87.6139-87.61,← 271°,224,415,"1,3721372",-381 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:30:4511:30下午,41.983841.98,-87.6505-87.65,← 271°,206,381,"1,1811181",-351 , FlightAware ADS-B  (KMDW) 
20190805,星期一 23:31:1511:31下午,41.983641.98,-87.6908-87.69,← 269°,199,369,"1,0211021",-305 , FlightAware ADS-B  (KUGN) 
20190805,星期一 23:31:4511:31下午,41.983741.98,-87.7259-87.73,← 271°,192,356,876876,-312 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:32:1511:32下午,41.983741.98,-87.7635-87.76,← 270°,182,336,709709,-290 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:32:4511:32下午,41.983941.98,-87.7931-87.79,← 270°,155,286,587587,-243 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:33:0411:33下午,41.983841.98,-87.8116-87.81,← 270°,142,262,511511,-209 , FlightAware ADS-B  (KUGN) 
20190805,星期一 23:33:2011:33下午,41.983941.98,-87.8240-87.82,← 270°,137,254,465465,-200 , FlightAware ADS-B  (KARR) 
20190805,星期一 23:33:3611:33下午,41.983941.98,-87.8372-87.84,← 270°,138,256,404404,-214 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:33:5211:33下午,41.983941.98,-87.8510-87.85,← 270°,134,248,351351,-214 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:34:0811:34下午,41.983941.98,-87.8648-87.86,← 270°,134,248,290290,-200 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:34:2411:34下午,41.983941.98,-87.8766-87.88,← 270°,133,246,244244,-208 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:34:4111:34下午,41.983941.98,-87.8927-87.89,← 271°,135,249,175175,-242 , FlightAware ADS-B  (KORD) 
20190806,星期二 20:46:5108:46下午,26.065926.07,-80.1548-80.15,← 270°,162,299,3838, , FlightAware ADS-B  (KFXE) 
20190806,星期二 20:47:0708:47下午,26.066826.07,-80.1677-80.17,← 284°,158,293,274274,800 , FlightAware ADS-B  (KOPF) 
20190806,星期二 20:47:2308:47下午,26.070226.07,-80.1803-80.18,← 288°,162,299,465465,500 , FlightAware ADS-B  (KFXE) 
20190806,星期二 20:47:3908:47下午,26.074026.07,-80.1939-80.19,← 287°,181,335,541541,286 , FlightAware ADS-B  (KFXE) 
20190806,星期二 20:47:5508:47下午,26.078126.08,-80.2086-80.21,← 286°,201,372,617617,286 , FlightAware ADS-B  (KTMB) 
20190806,星期二 20:48:1108:48下午,26.083026.08,-80.2262-80.23,← 289°,227,420,693693,350 , FlightAware ADS-B  (KFLL) 
20190806,星期二 20:48:2908:48下午,26.094826.09,-80.2444-80.24,&nwarr 320°,262,486,815815,676 , FlightAware ADS-B  (KPBI) 
20190806,星期二 20:48:5708:48下午,26.128426.13,-80.2584-80.26,↑ 342°,277,513,"1,2121212",681 , FlightAware ADS-B  (KTMB) 
20190806,星期二 20:49:2008:49下午,26.154826.15,-80.2681-80.27,↑ 341°,275,509,"1,3941394",336 , FlightAware ADS-B  (KPBI) 
20190806,星期二 20:49:5008:49下午,26.191426.19,-80.2817-80.28,↑ 342°,279,517,"1,5091509",617 , FlightAware ADS-B  (KHWO) 
20190806,星期二 20:50:2008:50下午,26.228926.23,-80.2947-80.29,↑ 343°,281,520,"2,0122012",930 , FlightAware ADS-B  (KHWO) 
20190806,星期二 20:50:5008:50下午,26.268326.27,-80.3082-80.31,↑ 343°,290,538,"2,4382438",846 , FlightAware ADS-B  (KHWO) 
20190806,星期二 20:51:2008:51下午,26.306826.31,-80.3218-80.32,↑ 342°,299,554,"2,8582858",664 , FlightAware ADS-B  (KTMB) 
20190806,星期二 20:52:0508:52下午,26.369226.37,-80.3446-80.34,↑ 342°,332,615,"3,2693269",469 , FlightAware ADS-B  (KMTH) 
20190806,星期二 20:52:3608:52下午,26.415926.42,-80.3618-80.36,↑ 342°,362,671,"3,4523452",539 , FlightAware ADS-B  (KMTH) 
20190806,星期二 20:53:0608:53下午,26.465526.47,-80.3798-80.38,↑ 342°,369,684,"3,8183818",724 , FlightAware ADS-B  (KHWO) 
20190806,星期二 20:53:3608:53下午,26.513926.51,-80.3974-80.40,↑ 342°,372,689,"4,1764176",678 , FlightAware ADS-B  (KOBE) 
20190806,星期二 20:54:0608:54下午,26.562426.56,-80.4150-80.42,↑ 342°,377,698,"4,4964496",686 , FlightAware ADS-B  (KOBE) 
20190806,星期二 20:54:3608:54下午,26.615726.62,-80.4345-80.43,↑ 342°,380,703,"4,8624862",693 , FlightAware ADS-B  (KBCT) 
20190806,星期二 20:55:0608:55下午,26.665926.67,-80.4529-80.45,↑ 342°,382,708,"5,1895189",592 , FlightAware ADS-B  (KBCT) 
20190806,星期二 20:55:3708:55下午,26.715626.72,-80.4712-80.47,↑ 342°,387,716,"5,4645464",546 , FlightAware ADS-B  (KBCT) 
20190806,星期二 20:56:0808:56下午,26.768626.77,-80.4906-80.49,↑ 342°,394,729,"5,7535753",510 , FlightAware ADS-B  (KMCO) 
20190806,星期二 20:56:3808:56下午,26.822026.82,-80.5101-80.51,↑ 342°,402,745,"5,9825982",439 , FlightAware ADS-B  (KISM) 
20190806,星期二 20:56:5808:56下午,26.854526.85,-80.5221-80.52,↑ 343°,406,752,"6,1196119",401 , FlightAware ADS-B  (KISM) 
20190806,星期二 20:57:1908:57下午,26.892626.89,-80.5361-80.54,↑ 343°,410,760,"6,2566256",446 , FlightAware ADS-B  (KISM) 
20190806,星期二 20:57:3908:57下午,26.931926.93,-80.5506-80.55,↑ 343°,413,764,"6,4246424",484 , FlightAware ADS-B  (KISM) 
20190806,星期二 20:58:1108:58下午,26.989826.99,-80.5719-80.57,↑ 342°,418,774,"6,6756675",443 , FlightAware ADS-B  (KMIA) 
20190806,星期二 20:58:4108:58下午,27.046527.05,-80.5927-80.59,↑ 342°,422,782,"6,8816881",383 , FlightAware ADS-B  (KMCO) 
20190806,星期二 20:59:0008:59下午,27.077227.08,-80.6040-80.60,↑ 342°,428,793,"6,9886988",328 , FlightAware ADS-B  (KISM) 
20190806,星期二 20:59:2008:59下午,27.118627.12,-80.6194-80.62,↑ 342°,432,800,"7,0947094",357 , FlightAware ADS-B  (KISM) 
20190806,星期二 20:59:4108:59下午,27.159327.16,-80.6344-80.63,↑ 342°,435,806,"7,2317231",411 , FlightAware ADS-B  (KSFB) 
20190806,星期二 21:00:1009:00下午,27.215127.22,-80.6550-80.66,↑ 342°,436,808,"7,4377437",406 , FlightAware ADS-B  (KPIE) 
20190806,星期二 21:00:2609:00下午,27.246327.25,-80.6665-80.67,↑ 343°,437,810,"7,5367536",394 , FlightAware ADS-B  (KPGD) 
20190806,星期二 21:00:4609:00下午,27.280927.28,-80.6793-80.68,↑ 343°,439,813,"7,6737673",373 , FlightAware ADS-B  (KPGD) 
20190806,星期二 21:01:1509:01下午,27.339227.34,-80.7009-80.70,↑ 342°,442,819,"7,8417841",351 , FlightAware ADS-B  (KMLB) 
20190806,星期二 21:01:4209:01下午,27.391227.39,-80.7201-80.72,↑ 343°,444,822,"8,0018001",366 , FlightAware ADS-B  (KISM) 
20190806,星期二 21:02:1509:02下午,27.459627.46,-80.7455-80.75,↑ 342°,447,827,"8,2078207",339 , FlightAware ADS-B  (KDAB) 
20190806,星期二 21:02:3609:02下午,27.500427.50,-80.7606-80.76,↑ 343°,448,830,"8,3068306",263 , FlightAware ADS-B  (KDED) 
20190806,星期二 21:02:5509:02下午,27.539927.54,-80.7753-80.78,↑ 342°,454,840,"8,3828382",247 , FlightAware ADS-B  (KMLB) 
20190806,星期二 21:03:1309:03下午,27.573627.57,-80.7879-80.79,↑ 343°,455,843,"8,4588458",298 , FlightAware ADS-B  (KISM) 
20190806,星期二 21:03:3809:03下午,27.624027.62,-80.8066-80.81,↑ 342°,457,847,"8,5958595",301 , FlightAware ADS-B  (KTPA) 
20190806,星期二 21:03:5709:03下午,27.661927.66,-80.8208-80.82,↑ 342°,460,851,"8,6798679",299 , FlightAware ADS-B  (KPGD) 
20190806,星期二 21:04:2709:04下午,27.723827.72,-80.8439-80.84,↑ 342°,461,855,"8,8398839",320 , FlightAware ADS-B  (KXMR) 
20190806,星期二 21:04:4709:04下午,27.761227.76,-80.8578-80.86,↑ 342°,463,858,"8,9468946",255 , FlightAware ADS-B  (KDAB) 
20190806,星期二 21:05:2809:05下午,27.848327.85,-80.8904-80.89,↑ 342°,468,867,"9,0989098",235 , FlightAware ADS-B  (KCOI) 
20190806,星期二 21:05:5709:05下午,27.907127.91,-80.9123-80.91,↑ 342°,470,871,"9,2209220",293 , FlightAware ADS-B  (KORL) 
20190806,星期二 21:06:1809:06下午,27.951327.95,-80.9289-80.93,↑ 343°,468,867,"9,3429342",314 , FlightAware ADS-B  (KPGD) 
20190806,星期二 21:06:4509:06下午,28.004728.00,-80.9490-80.95,↑ 343°,468,867,"9,4729472",321 , FlightAware ADS-B  (KISM) 
20190806,星期二 21:07:0509:07下午,28.039728.04,-80.9621-80.96,↑ 343°,466,863,"9,5949594",353 , FlightAware ADS-B  (KISM) 
20190806,星期二 21:07:2909:07下午,28.096628.10,-80.9835-80.98,↑ 343°,464,859,"9,7319731",364 , FlightAware ADS-B  (KDAB) 
20190806,星期二 21:07:5909:07下午,28.158128.16,-81.0066-81.01,↑ 342°,463,858,"9,9219921",351 , FlightAware ADS-B  (KFMY) 
20190806,星期二 21:08:2909:08下午,28.219228.22,-81.0297-81.03,↑ 342°,463,858,"10,08110081",277 , FlightAware ADS-B  (KRSW) 
20190806,星期二 21:09:1009:09下午,28.302328.30,-81.0610-81.06,↑ 343°,465,861,"10,24910249",284 , FlightAware ADS-B  (KDAB) 
20190806,星期二 21:09:2709:09下午,28.337128.34,-81.0742-81.07,↑ 343°,464,859,"10,35610356",333 , FlightAware ADS-B  (KISM) 
20190806,星期二 21:09:5409:09下午,28.391328.39,-81.0946-81.09,↑ 341°,463,858,"10,49310493",289 , FlightAware ADS-B  (KMCO) 
20190806,星期二 21:10:2409:10下午,28.452828.45,-81.1179-81.12,↑ 342°,464,859,"10,63010630",315 , FlightAware ADS-B  (KLEE) 
20190806,星期二 21:10:5209:10下午,28.507628.51,-81.1387-81.14,↑ 342°,461,855,"10,79810798",300 , FlightAware ADS-B  (KBKV) 
20190806,星期二 21:11:2209:11下午,28.572228.57,-81.1633-81.16,↑ 341°,461,855,"10,91910919",290 , FlightAware ADS-B  (KLEE) 
20190806,星期二 21:11:5209:11下午,28.633028.63,-81.1864-81.19,↑ 342°,458,848,"11,08711087",354 , FlightAware ADS-B  (KEVB) 
20190806,星期二 21:12:1509:12下午,28.678328.68,-81.2035-81.20,↑ 342°,454,840,"11,23211232",261 , FlightAware ADS-B  (KEVB) 
20190806,星期二 21:12:3409:12下午,28.709628.71,-81.2154-81.22,↑ 343°,454,840,"11,27011270",56 , FlightAware ADS-B  (KPIE) 
20190806,星期二 21:13:0409:13下午,28.773428.77,-81.2421-81.24,&nwarr 338°,451,835,"11,27811278",8 , FlightAware ADS-B  (KOCF) 
20190806,星期二 21:13:3409:13下午,28.831628.83,-81.2689-81.27,&nwarr 338°,452,837,"11,27811278", , FlightAware ADS-B  (KOCF) 
20190806,星期二 21:14:0409:14下午,28.892328.89,-81.2965-81.30,&nwarr 338°,455,843,"11,27811278", , FlightAware ADS-B  (KJES) 
20190806,星期二 21:14:3409:14下午,28.949428.95,-81.3221-81.32,&nwarr 338°,452,837,"11,27811278",-8 , FlightAware ADS-B  (KPIE) 
20190806,星期二 21:15:0409:15下午,29.007229.01,-81.3479-81.35,↑ 339°,450,834,"11,27011270",-9 , FlightAware ADS-B  (KORL) 
20190806,星期二 21:15:2209:15下午,29.041329.04,-81.3631-81.36,↑ 339°,450,834,"11,27011270",-10 , FlightAware ADS-B  (KSRQ) 
20190806,星期二 21:15:4909:15下午,29.093029.09,-81.3861-81.39,↑ 340°,449,832,"11,26211262", , FlightAware ADS-B  (KDED) 
20190806,星期二 21:16:2009:16下午,29.154629.15,-81.4137-81.41,↑ 339°,448,830,"11,27011270",7 , FlightAware ADS-B  (KDED) 
20190806,星期二 21:16:5209:16下午,29.216529.22,-81.4414-81.44,↑ 340°,448,830,"11,27011270", , FlightAware ADS-B  (KPIE) 
20190806,星期二 21:17:3509:17下午,29.299929.30,-81.4788-81.48,↑ 339°,449,832,"11,27011270", , FlightAware ADS-B  (KCRG) 
20190806,星期二 21:17:5409:17下午,29.336129.34,-81.4950-81.50,↑ 339°,450,834,"11,27011270", , FlightAware ADS-B  (KDAB) 
20190806,星期二 21:18:2409:18下午,29.395129.40,-81.5216-81.52,↑ 339°,451,835,"11,27011270",8 , FlightAware ADS-B  (KDAB) 
20190806,星期二 21:18:5409:18下午,29.452629.45,-81.5476-81.55,↑ 339°,454,840,"11,27811278",13 , FlightAware ADS-B  (KTIX) 
20190806,星期二 21:19:3509:19下午,29.532329.53,-81.5835-81.58,↑ 339°,454,840,"11,28511285",13 , FlightAware ADS-B  (KISM) 
20190806,星期二 21:20:0509:20下午,29.591829.59,-81.6102-81.61,↑ 339°,453,838,"11,29311293",8 , FlightAware ADS-B  (KDED) 
20190806,星期二 21:20:3509:20下午,29.650529.65,-81.6368-81.64,&nwarr 338°,452,837,"11,29311293",-15 , FlightAware ADS-B  (KORL) 
20190806,星期二 21:21:0509:21下午,29.707429.71,-81.6626-81.66,&nwarr 338°,452,837,"11,27811278",-8 , FlightAware ADS-B  (KORL) 
20190806,星期二 21:21:3509:21下午,29.768229.77,-81.6901-81.69,&nwarr 338°,451,835,"11,28511285", , FlightAware ADS-B  (KSGJ) 
20190806,星期二 21:22:0509:22下午,29.824429.82,-81.7156-81.72,&nwarr 338°,450,834,"11,27811278",-8 , FlightAware ADS-B  (KJES) 
20190806,星期二 21:22:3509:22下午,29.883829.88,-81.7426-81.74,↑ 339°,449,832,"11,27811278", , FlightAware ADS-B  (KVQQ) 
20190806,星期二 21:23:0509:23下午,29.941629.94,-81.7689-81.77,↑ 339°,448,830,"11,27811278", , FlightAware ADS-B  (KNIP) 
20190806,星期二 21:23:3509:23下午,29.999630.00,-81.7954-81.80,↑ 339°,447,827,"11,27811278", , FlightAware ADS-B  (KSSI) 
20190806,星期二 21:24:0509:24下午,30.057530.06,-81.8218-81.82,&nwarr 338°,448,830,"11,27811278", , FlightAware ADS-B  (KNIP) 
20190806,星期二 21:24:3509:24下午,30.115130.12,-81.8481-81.85,↑ 339°,446,826,"11,27811278",8 , FlightAware ADS-B  (KSSI) 
20190806,星期二 21:25:0609:25下午,30.174330.17,-81.8751-81.88,&nwarr 338°,445,824,"11,28511285", , FlightAware ADS-B  (KNIP) 
20190806,星期二 21:25:3609:25下午,30.231030.23,-81.9010-81.90,&nwarr 338°,445,824,"11,27811278",-23 , FlightAware ADS-B  (KNIP) 
20190806,星期二 21:26:0609:26下午,30.288830.29,-81.9275-81.93,&nwarr 338°,445,824,"11,26211262",-15 , FlightAware ADS-B  (KISM) 
20190806,星期二 21:26:3709:26下午,30.349430.35,-81.9553-81.96,&nwarr 338°,448,830,"11,26211262",15 , FlightAware ADS-B  (KPIE) 
20190806,星期二 21:27:0809:27下午,30.409330.41,-81.9829-81.98,&nwarr 338°,448,830,"11,27811278",30 , FlightAware ADS-B  (KBQK) 
20190806,星期二 21:27:3809:27下午,30.467930.47,-82.0099-82.01,&nwarr 338°,447,827,"11,29311293",8 , FlightAware ADS-B  (KJAX) 
20190806,星期二 21:28:0809:28下午,30.526130.53,-82.0367-82.04,&nwarr 338°,446,826,"11,28511285",-8 , FlightAware ADS-B  (KSGJ) 
20190806,星期二 21:28:3809:28下午,30.583730.58,-82.0632-82.06,&nwarr 338°,444,822,"11,28511285",8 , FlightAware ADS-B  (KSGJ) 
20190806,星期二 21:29:0809:29下午,30.638230.64,-82.0884-82.09,&nwarr 338°,441,816,"11,29311293", , FlightAware ADS-B  (KSVN) 
20190806,星期二 21:29:4209:29下午,30.703830.70,-82.1187-82.12,&nwarr 338°,438,811,"11,28511285",-14 , FlightAware ADS-B  (KLAL) 
20190806,星期二 21:30:1209:30下午,30.759130.76,-82.1442-82.14,&nwarr 338°,436,808,"11,27811278",-15 , FlightAware ADS-B  (KLHW) 
20190806,星期二 21:30:4209:30下午,30.816130.82,-82.1707-82.17,&nwarr 338°,434,803,"11,27011270",-8 , FlightAware ADS-B  (KTTS) 
20190806,星期二 21:31:1309:31下午,30.872530.87,-82.1970-82.20,&nwarr 338°,433,801,"11,27011270", , FlightAware ADS-B  (KSGJ) 
20190806,星期二 21:31:4309:31下午,30.931930.93,-82.2246-82.22,&nwarr 338°,432,800,"11,27011270", , FlightAware ADS-B  (KLAL) 
20190806,星期二 21:32:1309:32下午,30.985430.99,-82.2495-82.25,&nwarr 338°,432,800,"11,27011270", , FlightAware ADS-B  (KMGM) 
20190806,星期二 21:32:3809:32下午,31.028731.03,-82.2698-82.27,&nwarr 335°,433,801,"11,27011270", , FlightAware ADS-B  (KVQQ) 
20190806,星期二 21:32:5709:32下午,31.064431.06,-82.2920-82.29,&nwarr 326°,435,806,"11,27011270", , FlightAware ADS-B  (KBQK) 
20190806,星期二 21:33:2909:33下午,31.118131.12,-82.3361-82.34,&nwarr 326°,435,806,"11,27011270",7 , FlightAware ADS-B  (KCHA) 
20190806,星期二 21:34:0009:34下午,31.168331.17,-82.3765-82.38,&nwarr 325°,436,808,"11,27811278",8 , FlightAware ADS-B  (KVLD) 
20190806,星期二 21:34:3009:34下午,31.217931.22,-82.4165-82.42,&nwarr 325°,437,810,"11,27811278", , FlightAware ADS-B  (KVLD) 
20190806,星期二 21:35:0009:35下午,31.268631.27,-82.4575-82.46,&nwarr 325°,438,811,"11,27811278", , FlightAware ADS-B  (KCOI) 
20190806,星期二 21:35:3009:35下午,31.316331.32,-82.4963-82.50,&nwarr 325°,439,813,"11,27811278",8 , FlightAware ADS-B  (KAMG) 
20190806,星期二 21:36:0109:36下午,31.369631.37,-82.5398-82.54,&nwarr 326°,438,811,"11,28511285",7 , FlightAware ADS-B  (KSAV) 
20190806,星期二 21:36:3209:36下午,31.421031.42,-82.5817-82.58,&nwarr 325°,439,813,"11,28511285", , FlightAware ADS-B  (KJAX) 
20190806,星期二 21:37:0209:37下午,31.470031.47,-82.6216-82.62,&nwarr 325°,438,811,"11,28511285",-8 , FlightAware ADS-B  (KVLD) 
20190806,星期二 21:37:3209:37下午,31.520731.52,-82.6629-82.66,&nwarr 325°,439,813,"11,27811278",-8 , FlightAware ADS-B  (KJAX) 
20190806,星期二 21:38:0309:38下午,31.571731.57,-82.7046-82.70,&nwarr 325°,439,813,"11,27811278",8 , FlightAware ADS-B  (KVAD) 
20190806,星期二 21:38:3309:38下午,31.623331.62,-82.7468-82.75,&nwarr 325°,438,811,"11,28511285", , FlightAware ADS-B  (KFHB) 
20190806,星期二 21:39:0309:39下午,31.673231.67,-82.7876-82.79,&nwarr 325°,439,813,"11,27811278",-15 , FlightAware ADS-B  (KVLD) 
20190806,星期二 21:39:3409:39下午,31.724031.72,-82.8294-82.83,&nwarr 325°,439,813,"11,27011270", , FlightAware ADS-B  (KJZI) 
20190806,星期二 21:40:0409:40下午,31.773431.77,-82.8699-82.87,&nwarr 325°,439,813,"11,27811278",8 , FlightAware ADS-B  (KJZI) 
20190806,星期二 21:40:3409:40下午,31.822931.82,-82.9107-82.91,&nwarr 325°,440,814,"11,27811278", , FlightAware ADS-B  (KVAD) 
20190806,星期二 21:40:5209:40下午,31.849831.85,-82.9328-82.93,&nwarr 326°,440,814,"11,27811278",-9 , FlightAware ADS-B  (KCHA) 
20190806,星期二 21:41:2209:41下午,31.903831.90,-82.9774-82.98,&nwarr 325°,439,813,"11,27011270", , FlightAware ADS-B  (KAMG) 
20190806,星期二 21:41:5809:41下午,31.961831.96,-83.0252-83.03,&nwarr 326°,433,801,"11,27811278",7 , FlightAware ADS-B  (KCHA) 
20190806,星期二 21:42:2809:42下午,32.009532.01,-83.0645-83.06,&nwarr 326°,431,798,"11,27811278", , FlightAware ADS-B  (KCHA) 
20190806,星期二 21:42:5909:42下午,32.061532.06,-83.1075-83.11,&nwarr 326°,431,798,"11,27811278", , FlightAware ADS-B  (KCHA) 
20190806,星期二 21:43:2909:43下午,32.108732.11,-83.1467-83.15,&nwarr 326°,431,798,"11,27811278",9 , FlightAware ADS-B  (KCHA) 
20190806,星期二 21:43:4709:43下午,32.139932.14,-83.1726-83.17,&nwarr 325°,431,798,"11,28511285",132 , FlightAware ADS-B  (KAMG) 
20190806,星期二 21:44:2109:44下午,32.197032.20,-83.2201-83.22,&nwarr 325°,430,797,"11,39211392",198 , FlightAware ADS-B  (KPXE) 
20190806,星期二 21:45:0109:45下午,32.260632.26,-83.2730-83.27,&nwarr 325°,430,797,"11,52911529",177 , FlightAware ADS-B  (KAMG) 
20190806,星期二 21:45:2309:45下午,32.295732.30,-83.3023-83.30,&nwarr 326°,428,793,"11,57511575",59 , FlightAware ADS-B  (KCHA) 
20190806,星期二 21:45:5509:45下午,32.348132.35,-83.3460-83.35,&nwarr 325°,425,787,"11,58211582",7 , FlightAware ADS-B  (KCSG) 
20190806,星期二 21:46:2809:46下午,32.400532.40,-83.3898-83.39,&nwarr 326°,426,789,"11,58211582", , FlightAware ADS-B  (KBHM) 
20190806,星期二 21:47:0609:47下午,32.462432.46,-83.4415-83.44,&nwarr 325°,427,790,"11,58211582", , FlightAware ADS-B  (KCCO) 
20190806,星期二 21:47:3609:47下午,32.513532.51,-83.4843-83.48,&nwarr 325°,426,789,"11,58211582", , FlightAware ADS-B  (KVLD) 
20190806,星期二 21:48:0209:48下午,32.553232.55,-83.5176-83.52,&nwarr 326°,424,785,"11,58211582", , FlightAware ADS-B  (KAVL) 
20190806,星期二 21:48:3109:48下午,32.598532.60,-83.5558-83.56,&nwarr 326°,423,784,"11,58211582", , FlightAware ADS-B  (KCHA) 
20190806,星期二 21:49:0109:49下午,32.648032.65,-83.5973-83.60,&nwarr 325°,424,785,"11,58211582", , FlightAware ADS-B  (KPXE) 
20190806,星期二 21:49:3109:49下午,32.693332.69,-83.6354-83.64,&nwarr 325°,422,782,"11,58211582",-9 , FlightAware ADS-B  (KPXE) 
20190806,星期二 21:49:5209:49下午,32.728232.73,-83.6648-83.66,&nwarr 325°,422,782,"11,57511575",-9 , FlightAware ADS-B  (KDNL) 
